80,LEGO Star Wars: The Complete Saga,Wii,2007,Action,Activision,3.27,1.32,0.00,0.51,5.10
85,Professor Layton and the Curious Village,DS,2007,Adventure,Nintendo,1.18,2.28,1.03,0.58,5.08
84,Super Mario Bros.,GB,1999,Platform,Nintendo,3.40,1.30,0.15,0.22,5.07
75,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05
67,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.20,5.02
70,Mario & Sonic at the Olympic Games,DS,2008,Sports,Nintendo,1.61,2.35,0.44,0.61,5.02
76,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.00,0.33,5.01
85,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.52,1.62,0.00,0.87,5.01
91,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.00
82,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,1.05,0.01,0.43,4.98
70,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.03,1.14,0.29,0.52,4.98
90,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.79,1.69,0.95,0.53,4.96
79,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.58,1.02,1.87,0.50,4.96
80,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.43,0.56,0.05,0.88,4.93
85,Assassin's Creed III,PS3,2012,Action,Ubisoft,2.18,1.81,0.14,0.78,4.92
89,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.57,1.95,0.06,2.34,4.92
88,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91
65,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,2007,Role-Playing,Nintendo,1.81,1.13,1.54,0.41,4.89
88,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.10,4.88
84,Resident Evil 5,PS3,2009,Action,Capcom,1.84,1.17,1.08,0.77,4.86
81,Monster Hunter Freedom 3,PSP,N/A,Role-Playing,Unknown,0.00,0.00,4.86,0.00,4.86
74,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.60,1.52,0.10,4.85
88,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79
86,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.66,1.79,0.16,1.17,4.77
62,Driver 2,PS,2000,Action,Atari,2.36,2.10,0.02,0.25,4.73
90,FIFA Soccer 13,X360,2012,Action,Electronic Arts,0.94,3.17,0.01,0.59,4.71
78,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.00,0.79,4.70
99,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.20,4.68
82,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.70,4.67
87,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63
82,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,1.80,1.86,0.20,0.77,4.62
95,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61
96,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.60,0.99,0.89,0.13,4.60
88,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.14,1.53,0.12,0.79,4.58
92,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.67,1.01,0.12,0.77,4.56
81,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.80,1.81,0.09,0.85,4.54
86,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.00,1.08,0.00,0.45,4.53
89,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.58,0.30,0.03,1.62,4.53
91,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53
52,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.00,0.05,4.50
83,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49
76,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48
80,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.71,1.29,0.00,0.48,4.47
78,Dragon Quest VII,PS,2000,Role-Playing,Enix Corporation,0.20,0.14,4.10,0.02,4.47
73,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.77,0.98,1.32,0.38,4.45
94,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
97,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41
90,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.68,0.39,0.11,2.23,4.41
85,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.09,0.88,0.01,0.41,4.39
86,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.10,2.39,1.05,0.86,4.39
69,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.50,1.61,0.08,4.38
72,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.83,1.60,0.22,0.72,4.38
82,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
84,Assassin's Creed III,X360,2012,Action,Ubisoft,2.52,1.37,0.02,0.43,4.34
46,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34
76,Asteroids,2600,1980,Shooter,Atari,4.00,0.26,0.00,0.05,4.31
96,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.05,1.49,0.10,0.67,4.30
56,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.55,0.50,0.01,1.20,4.26
68,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.00,1.11,0.05,0.07,4.24
91,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,1.53,0.83,0.41,4.23
93,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.70,2.27,0.00,0.23,4.21
80,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
80,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.30,0.20,0.83,4.20
45,Teenage Mutant Ninja Turtles,NES,1989,Platform,Palcom,3.38,0.44,0.31,0.04,4.17
62,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
44,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.00,0.11,4.16
86,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.62,1.67,0.14,0.72,4.15
95,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
80,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.25,1.78,0.57,0.53,4.13
89,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.44,1.12,0.11,0.45,4.12
46,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
96,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.00,0.09,0.00,4.12
84,FIFA 07 Soccer,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
75,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.10,0.07,4.10
90,FIFA Soccer 12,X360,2011,Sports,Electronic Arts,0.79,2.39,0.02,0.87,4.08
85,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.37,0.96,0.00,0.75,4.08
87,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.20,0.58,1.12,0.17,4.07
93,God of War II,PS2,2007,Action,Capcom,2.32,1.30,0.04,0.41,4.07
93,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,2.72,0.87,0.09,0.38,4.06
91,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.90,0.77,4.06
56,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
